,id,name,start_date_local,type,distance,moving_time,elapsed_time,total_elevation_gain,end_latlng,external_id
0,6563386348,Warmed up,2022-01-22T13:17:54Z,Run,7537.1,2289,2356,54.2,"[52.60226363316178, -2.1911456622183323]",94016e91-f82b-4ca7-bb96-1d75af8196ed-activity.fit
1,6553302496,Did it for the greggs,2022-01-20T12:31:44Z,Run,5260.7,1538,1551,22.0,"[51.58725614659488, -0.06309796124696732]",1872c992-6102-4fe2-aaf8-60e8206fd075-activity.fit
2,6537692765,Quickie in the swamps,2022-01-17T13:01:49Z,Run,3484.0,1115,1160,2.8,"[51.58852642402053, -0.05685335956513882]",78be0d14-ce3a-4188-aba4-14977b0dd7fa-activity.fit
3,6511701462,Oyster recovery run,2022-01-12T13:02:02Z,Run,5234.0,1780,1814,25.1,"[51.58711248077452, -0.056783873587846756]",d3e87cc9-fb26-42fb-8c99-da17bc551af3-activity.fit
4,6497634914,Lovely weather for it,2022-01-09T15:04:12Z,Run,15127.2,4476,4550,42.8,"[51.58632365986705, -0.051467232406139374]",e2b0ed25-d6f0-416a-8ec6-3346c253518f-activity.fit
5,6476356059,Bad then fun!,2022-01-05T13:05:29Z,Run,8115.6,2350,2443,39.6,"[52.60239313356578, -2.1894504223018885]",64f89a82-b798-4de2-b30e-16373ce229a5-activity.fit
6,6460770431,New year ride,2022-01-02T11:17:58Z,Ride,22898.4,5384,5929,201.6,"[52.60250008665025, -2.1893629990518093]",b663e57a-7b15-4b48-9165-2760a883843a-activity.fit
7,6451215959,Gooodone,2021-12-31T12:52:57Z,Run,6662.4,1900,1967,31.7,"[52.60243562981486, -2.189455032348633]",c42d66ca-4bb0-47ff-b1d9-7e1d353277d1-activity.fit
8,6443122401,Post crimbles,2021-12-29T16:15:21Z,Run,6193.2,1873,1922,27.6,"[52.6024285890162, -2.1894668508321047]",f1bc4424-db81-4187-bcd8-395f8708b916-activity.fit
9,6418750391,Post errands 3,2021-12-23T13:16:31Z,Run,9607.9,3033,3907,95.4,"[52.60248516686261, -2.189415553584695]",f70c103b-0b1f-4344-a877-63602a7774d7-activity.fit
10,6410771376,Post errands 2,2021-12-21T13:14:50Z,Run,5085.5,1654,3410,26.2,"[52.602433785796165, -2.189431143924594]",1b052d2b-b0b8-4cc8-b42c-337e026efb72-activity.fit
11,6406905404,Posting errands,2021-12-20T13:06:02Z,Run,2737.2,931,2723,16.3,"[51.58833749592304, -0.059368936344981194]",f419b3b7-fcbc-4ad0-a3a9-69397b33ae50-activity.fit
12,6382751330,Marvellous Kingfisher,2021-12-14T13:17:53Z,Run,6857.0,1954,2241,19.8,"[51.58839809708297, -0.058396635577082634]",2c90cad8-ff39-4280-9e4c-1965a0fe077c-activity.fit
13,6369872143,Freedom recovery run,2021-12-11T11:40:29Z,Run,3643.3,1020,1078,8.5,"[51.588566740974784, -0.05861079320311546]",336dacd1-fb94-4000-92c2-eccc735a85bd-activity.fit
14,6301911176,Smallie,2021-11-24T16:59:09Z,Run,3276.0,1018,1124,14.3,"[52.60241685435176, -2.1894253604114056]",d46570ca-1338-42e5-9d65-cbbc51a76233-activity.fit
15,6292358608,Lovely day for it,2021-11-22T13:24:37Z,Run,5693.3,1658,1726,26.1,"[51.58867998048663, -0.05853158421814442]",c148bb2c-ba0d-47d3-a889-57fc76fcfde5-activity.fit
16,6266318333,Post work,2021-11-16T16:36:25Z,Run,4923.6,1449,1527,19.0,"[52.60229959152639, -2.1905797999352217]",51d5e801-ac1d-49b2-8797-12056bb7b0b2-activity.fit
17,6234517446,5 before 5,2021-11-09T16:36:14Z,Run,5156.2,1480,1503,20.2,"[52.602402437478304, -2.189460899680853]",c922fdcd-cba8-4c6b-b454-8422eab51542-activity.fit
18,6225850816,Eve,2021-11-07T16:07:11Z,Run,8365.5,2439,2613,61.0,"[52.602369748055935, -2.191037954762578]",49750ae5-46fa-4ff5-942f-bf50602bd47b-activity.fit
19,6207096103,Darkness run,2021-11-03T17:21:59Z,Run,5320.3,1788,1909,21.1,"[52.60242993012071, -2.189447320997715]",6fe2ffde-8602-42f6-ac52-9a5b29aa23df-activity.fit
20,6193608402,Trick or treat,2021-10-31T15:58:30Z,Run,14859.3,4463,4764,86.3,"[52.60243286378682, -2.1894671861082315]",27489a1b-269e-4097-b92a-0a624b818325-activity.fit
21,6183681705,Post mini break (not bones),2021-10-29T17:09:21Z,Run,5094.7,1353,1373,21.1,"[52.60241744108498, -2.1894731372594833]",db9be9bc-0d09-42ac-ad9f-bc4fabfebd5d-activity.fit
22,6151010123,Bike pick up,2021-10-22T17:05:17Z,Run,4536.3,1455,1620,33.2,"[51.565117947757244, -0.10556738823652267]",b3c33d0c-18be-468d-8056-5acc2af47180-activity.fit
23,6135805308,Lunchy,2021-10-19T13:34:55Z,Run,5508.6,1553,1590,24.7,"[51.587786, -0.05717]",bc789928-bf23-43c8-9ab7-d499e13c76ef-activity.fit
24,6103132626,5k - ish,2021-10-12T17:36:55Z,Run,4941.8,1422,1492,21.1,"[52.602426, -2.189435]",8d9fad03-149c-4bba-abc6-b36a2d965f5e-activity.fit
25,6093821832,M6,2021-10-10T17:02:59Z,Ride,19618.9,4656,4966,112.9,"[52.602464, -2.189449]",255ad978-65a5-49b0-a10c-b976f9357e6c-activity.fit
26,6088418866,Flies in my eyes,2021-10-09T17:27:42Z,Run,8429.6,2560,2634,61.0,"[52.602327, -2.191129]",8d92cf0b-46e9-4284-9289-b29dede60dbd-activity.fit
27,6085761403,Mandolin,2021-10-09T10:16:14Z,Run,1678.4,489,528,9.3,"[52.597572, -2.168305]",c8e01f5e-9575-447d-86c6-0b725eabbd2a-activity.fit
28,6063069337,Leisurely,2021-10-04T17:22:03Z,Run,5115.3,1595,1637,20.4,"[52.602436, -2.189478]",d3fe0807-6939-4ae0-9263-301ad121bbb7-activity.fit
29,6058385411,On the road again,2021-10-03T15:11:45Z,Ride,16311.6,3528,4526,123.6,"[52.602495, -2.189535]",eeb830b0-d0cd-4b4f-8b14-81dd14ab826a-activity.fit
30,6043511106,Eve run,2021-09-30T17:24:32Z,Run,5156.1,1456,1504,21.1,"[52.602426, -2.189505]",6217a3d8-1384-4f72-9a25-b67a2d384e14-activity.fit
31,6028417211,Chilly,2021-09-27T17:48:48Z,Run,6473.3,1824,1973,40.7,"[52.602431, -2.189457]",1778b135-6a2d-4491-80f5-2c9596cbdace-activity.fit
32,6012559872,Ft fly,2021-09-24T18:03:17Z,Run,6561.9,1947,2018,40.8,"[52.602492, -2.189382]",427a0efa-82ba-4d6a-8cc2-87a8e5a064e9-activity.fit
33,6002522370,Shorty,2021-09-22T18:16:20Z,Run,5057.4,1420,1446,21.1,"[52.602397, -2.189469]",e642de77-e8f8-4af3-849b-846bddd79e85-activity.fit
34,5981324787,Bird life,2021-09-18T17:56:26Z,Run,6479.8,1866,1997,40.6,"[52.60248, -2.18953]",65a98835-0384-4bc7-b9f5-e15c954e3970-activity.fit
35,5970567688,Rip pigeon,2021-09-16T17:29:44Z,Run,6631.8,2036,2079,34.3,"[52.602424, -2.189511]",672b4e33-fe79-48f6-b92f-382a716212d3-activity.fit
36,5954550065,Possible baby pigeon rescue,2021-09-13T17:33:24Z,Run,6186.0,1811,2137,28.3,"[52.602577, -2.189525]",965f507e-3f63-4492-9929-39543d70bf56-activity.fit
